playerId,day,timeOfDay,gameTitle,timeOnDevice,netWin,coinIn,ageGroup,distance,handlePulls
064,2025-05-18,15:21:10,Mystic Quest 2,971,0.88,40.3,18-24,59.27,22
013,2025-05-16,15:24:38,Mystic Quest 2,578,20.83,64.83,25-34,24.31,26
080,2025-04-28,12:29:04,Mystic Quest 1,1841,278.35,946.9,25-34,29.94,125
081,2025-05-05,07:32:40,Mystic Quest 1,601,23.2,64.8,25-34,95.23,18
077,2025-04-23,04:04:17,Mystic Quest 1,2781,2.6,942.99,25-34,1.68,109
047,2025-05-13,20:47:07,Mystic Quest 2,3527,30.82,714.99,35-44,21.64,96
020,2025-05-06,14:35:52,Mystic Quest 2,681,1.95,63.87,45-54,90.91,27
099,2025-05-18,07:57:32,Mystic Quest 1,449,126.45,462.32,25-34,5.01,52
067,2025-05-18,08:41:46,Mystic Quest 2,1149,3.83,30.51,18-24,89.14,17
000,2025-05-08,00:41:02,Mystic Quest 2,369,15.31,43.25,18-24,5.57,15
041,2025-05-04,09:28:57,Mystic Quest 1,278,-358.38,1095.85,25-34,31.36,15
002,2025-04-22,21:04:45,Mystic Quest 1,3280,331.0,1144.36,25-34,44.7,100
046,2025-05-17,07:52:43,Mystic Quest 2,2893,186.35,1160.26,25-34,0.0,95
039,2025-04-26,05:28:12,Mystic Quest 1,317,9.18,42.53,35-44,36.04,18
007,2025-04-26,00:08:27,Mystic Quest 2,632,0.25,39.78,35-44,38.58,25
072,2025-05-19,13:20:59,Mystic Quest 2,679,2.22,46.55,35-44,14.0,12
010,2025-04-21,16:14:36,Mystic Quest 2,980,2.11,46.06,25-34,3.62,20
093,2025-05-04,23:35:34,Mystic Quest 1,934,9.49,47.95,25-34,7.73,20
008,2025-05-13,23:30:18,Mystic Quest 2,2537,256.87,1230.61,18-24,32.59,89
068,2025-05-13,20:33:50,Mystic Quest 1,2693,89.74,725.5,18-24,65.29,99
016,2025-04-23,14:15:12,Mystic Quest 1,1046,4.31,61.66,65+,20.49,18
084,2025-05-04,06:48:25,Mystic Quest 2,3264,248.16,928.88,35-44,33.56,85
070,2025-04-24,11:21:22,Mystic Quest 2,419,1.82,139.61,18-24,26.17,45
033,2025-05-05,13:46:42,Mystic Quest 1,2817,225.31,802.89,35-44,28.16,104
077,2025-05-19,16:40:21,Mystic Quest 2,1982,254.23,770.95,25-34,2.94,106
027,2025-05-18,12:38:06,Mystic Quest 1,222,187.89,1620.14,55-64,11.47,26
069,2025-05-13,23:11:50,Mystic Quest 2,560,-3.34,38.71,35-44,6.22,24
093,2025-05-11,18:22:58,Mystic Quest 2,354,4.94,74.01,25-34,80.63,27
025,2025-05-11,14:42:55,Mystic Quest 2,237,136.89,1150.99,45-54,3.75,66
039,2025-05-01,02:22:53,Mystic Quest 2,636,8.11,33.23,18-24,4.62,15
085,2025-04-30,15:01:46,Mystic Quest 1,3407,282.2,1148.75,35-44,31.93,110
056,2025-05-17,07:22:10,Mystic Quest 1,1141,21.63,75.23,25-34,89.46,23
066,2025-04-22,23:23:53,Mystic Quest 1,2770,295.13,1215.27,45-54,52.77,105
031,2025-04-26,07:25:14,Mystic Quest 1,2129,39.78,812.83,25-34,80.63,88
008,2025-04-29,02:04:49,Mystic Quest 1,3377,-238.94,924.95,45-54,29.5,109
002,2025-05-07,04:31:42,Mystic Quest 2,2741,121.74,942.14,65+,86.11,118
070,2025-04-26,06:04:46,Mystic Quest 1,637,34.78,142.63,45-54,23.83,45
075,2025-04-26,07:12:51,Mystic Quest 2,253,217.34,1123.4,35-44,89.51,101
000,2025-04-21,20:15:52,Mystic Quest 1,244,14.33,963.32,25-34,6.54,20
090,2025-04-20,18:13:29,Mystic Quest 1,2107,220.7,830.03,25-34,4.7,98
029,2025-04-21,09:53:36,Mystic Quest 2,842,127.38,397.92,25-34,7.2,41
004,2025-05-16,19:45:17,Mystic Quest 2,141,405.7,1219.58,25-34,23.21,24
042,2025-04-21,23:41:59,Mystic Quest 1,2502,89.63,1403.58,25-34,18.26,101
065,2025-04-26,19:22:34,Mystic Quest 2,3441,158.95,1113.62,25-34,3.9,107
035,2025-05-10,08:04:04,Mystic Quest 1,1153,0.33,52.74,25-34,94.23,22
062,2025-05-06,06:07:18,Mystic Quest 1,266,54.92,1189.18,65+,21.24,112
016,2025-05-12,19:20:21,Mystic Quest 2,578,13.66,62.02,45-54,3.88,18
073,2025-05-07,19:20:06,Mystic Quest 1,876,6.08,31.4,25-34,4.64,24
060,2025-04-26,13:47:05,Mystic Quest 1,772,12.82,46.84,65+,34.12,22
060,2025-05-14,11:09:09,Mystic Quest 2,74,337.87,1075.31,25-34,93.41,20
052,2025-04-25,06:40:39,Mystic Quest 1,648,2.73,54.15,25-34,26.16,23
012,2025-04-22,17:17:12,Mystic Quest 2,400,1.46,31.49,35-44,33.75,26
084,2025-04-30,02:14:07,Mystic Quest 1,266,-169.14,903.45,35-44,37.76,97
054,2025-05-02,05:29:54,Mystic Quest 2,569,-151.69,221.48,55-64,7.25,58
059,2025-05-16,02:59:28,Mystic Quest 2,899,42.54,156.52,55-64,27.66,49
093,2025-04-20,14:22:23,Mystic Quest 1,842,14.47,60.9,45-54,93.18,15
086,2025-05-09,15:21:09,Mystic Quest 2,944,27.39,69.44,25-34,33.21,20
082,2025-04-22,13:15:42,Mystic Quest 1,2190,206.64,932.75,35-44,82.27,109
007,2025-05-01,18:30:01,Mystic Quest 1,1088,7.28,52.37,35-44,89.08,15
093,2025-04-29,00:10:23,Mystic Quest 2,1139,18.61,47.37,25-34,25.8,17
013,2025-04-26,02:46:04,Mystic Quest 1,418,0.16,35.72,35-44,29.75,18
024,2025-04-25,00:00:56,Mystic Quest 2,724,-17.93,48.35,35-44,4.22,17
068,2025-04-23,10:33:23,Mystic Quest 2,2904,266.09,848.94,35-44,3.31,84
054,2025-04-24,02:29:49,Mystic Quest 1,212,-16.0,426.7,55-64,13.75,42
035,2025-05-03,17:48:40,Mystic Quest 2,1025,11.16,48.67,65+,5.65,19
031,2025-04-21,14:03:05,Mystic Quest 2,3288,10.36,731.12,25-34,7.08,108
056,2025-05-14,06:34:12,Mystic Quest 2,941,7.89,53.65,65+,8.74,20
070,2025-04-22,01:16:58,Mystic Quest 2,963,125.84,379.36,35-44,32.1,48
006,2025-05-09,08:12:59,Mystic Quest 1,906,8.58,70.37,45-54,4.65,16
069,2025-05-15,04:05:50,Mystic Quest 1,426,19.2,85.15,25-34,33.31,12
001,2025-04-21,22:33:59,Mystic Quest 2,140,-194.86,953.01,25-34,25.97,98
096,2025-05-16,23:55:25,Mystic Quest 2,567,11.23,76.82,35-44,86.58,28
030,2025-04-24,02:58:01,Mystic Quest 1,301,47.75,202.36,25-34,91.96,47
052,2025-05-04,02:58:58,Mystic Quest 2,1051,13.43,41.6,45-54,36.45,23
061,2025-04-25,16:34:39,Mystic Quest 1,159,168.54,1337.9,25-34,27.17,23
051,2025-05-17,06:32:39,Mystic Quest 1,108,197.3,1409.42,25-34,2.79,119
007,2025-04-24,06:31:11,Mystic Quest 2,78,-375.39,1021.45,18-24,6.02,22
048,2025-04-19,21:35:00,Mystic Quest 2,3087,-33.63,709.1,35-44,5.49,110
049,2025-04-27,22:33:19,Mystic Quest 2,1002,8.02,26.05,35-44,15.93,18
058,2025-04-28,20:45:09,Mystic Quest 1,214,25.95,312.78,65+,33.95,49
054,2025-05-11,15:27:03,Mystic Quest 2,71,203.32,1139.53,35-44,92.68,40
093,2025-05-14,03:22:20,Mystic Quest 1,832,10.75,40.8,25-34,26.95,25
071,2025-05-10,05:22:02,Mystic Quest 1,670,-13.46,37.68,25-34,50.6,20
091,2025-05-04,14:22:21,Mystic Quest 2,1191,10.97,39.62,55-64,85.59,18
019,2025-04-28,00:45:00,Mystic Quest 1,2971,199.49,1330.81,45-54,25.02,89
027,2025-05-19,10:22:13,Mystic Quest 2,530,1.19,45.04,45-54,30.53,24
007,2025-05-07,10:48:22,Mystic Quest 1,928,15.05,119.59,25-34,21.29,18
094,2025-05-06,10:04:08,Mystic Quest 2,909,1.35,37.32,55-64,28.24,23
007,2025-05-12,01:54:10,Mystic Quest 2,219,168.04,1714.49,35-44,23.73,15
040,2025-04-20,02:35:07,Mystic Quest 2,426,-6.88,57.12,25-34,6.56,22
006,2025-05-07,23:57:31,Mystic Quest 2,855,-10.47,17.96,18-24,24.94,28
061,2025-05-05,17:15:40,Mystic Quest 2,84,45.54,919.39,25-34,5.71,20
067,2025-04-24,02:05:53,Mystic Quest 1,739,3.54,62.46,25-34,23.78,25
007,2025-05-19,22:35:48,Mystic Quest 1,988,-9.88,43.54,18-24,6.26,25
065,2025-04-21,16:51:33,Mystic Quest 1,2172,424.91,1132.13,45-54,4.14,106
023,2025-04-21,20:46:31,Mystic Quest 1,79,99.41,1461.27,18-24,93.64,24
076,2025-04-21,04:05:40,Mystic Quest 1,958,77.98,325.3,25-34,27.24,43
086,2025-05-16,07:29:12,Mystic Quest 1,413,5.39,35.74,65+,3.9,20
030,2025-05-01,23:38:06,Mystic Quest 2,176,23.28,353.06,35-44,29.36,45
015,2025-05-19,01:15:38,Mystic Quest 2,3183,87.98,785.97,45-54,95.82,107
072,2025-04-26,23:44:35,Mystic Quest 1,380,20.44,50.37,35-44,4.73,19
074,2025-05-08,10:51:10,Mystic Quest 1,554,7.16,78.26,35-44,22.8,24
005,2025-05-08,23:11:59,Mystic Quest 2,3428,280.78,839.44,65+,31.02,98
010,2025-05-02,08:05:46,Mystic Quest 1,1103,12.57,70.66,55-64,88.01,19
084,2025-05-07,19:15:34,Mystic Quest 2,2154,63.01,999.28,35-44,88.5,108
072,2025-05-05,04:09:15,Mystic Quest 2,568,-1.02,58.28,25-34,5.74,15
040,2025-05-18,23:05:16,Mystic Quest 1,885,10.98,46.16,45-54,88.44,28
033,2025-04-29,09:14:51,Mystic Quest 2,1917,243.79,1151.59,55-64,29.05,127
030,2025-04-27,03:28:47,Mystic Quest 1,261,-127.32,924.38,35-44,25.0,54
050,2025-04-23,16:35:09,Mystic Quest 1,1103,7.04,24.05,35-44,4.91,16
085,2025-04-28,01:37:08,Mystic Quest 2,2283,67.34,576.79,45-54,6.52,99
058,2025-04-29,14:38:06,Mystic Quest 2,304,83.71,235.91,45-54,7.21,52
096,2025-05-18,11:54:22,Mystic Quest 1,262,-448.72,822.81,18-24,27.19,26
009,2025-04-19,02:17:39,Mystic Quest 2,738,19.83,96.4,18-24,1.22,25
058,2025-05-08,08:10:05,Mystic Quest 1,308,85.49,261.6,55-64,89.4,44
072,2025-04-22,19:12:26,Mystic Quest 1,1021,12.47,36.37,65+,6.43,20
009,2025-05-06,06:14:25,Mystic Quest 1,64,133.25,905.68,25-34,41.27,18
027,2025-05-05,17:47:17,Mystic Quest 1,863,1.91,69.37,65+,39.84,19
033,2025-04-23,12:08:20,Mystic Quest 1,1908,-479.46,813.26,35-44,36.07,109
044,2025-05-17,12:47:40,Mystic Quest 2,1163,6.81,37.52,25-34,47.35,30
008,2025-05-17,07:24:30,Mystic Quest 2,2786,316.93,1055.89,55-64,41.72,89
031,2025-04-30,15:54:36,Mystic Quest 1,3196,-308.74,678.45,65+,9.15,103
036,2025-04-24,17:56:54,Mystic Quest 1,224,67.02,1171.63,35-44,6.58,110
056,2025-05-15,22:44:07,Mystic Quest 1,573,0.78,29.04,55-64,6.1,22
069,2025-05-11,07:17:11,Mystic Quest 2,730,10.94,39.91,25-34,82.35,15
038,2025-05-08,14:35:49,Mystic Quest 1,3269,102.65,1493.99,25-34,5.59,106
083,2025-05-05,21:05:46,Mystic Quest 2,3219,237.98,1282.81,65+,97.47,99
001,2025-05-15,19:27:22,Mystic Quest 1,177,42.94,1000.67,25-34,89.5,104
070,2025-04-28,16:03:28,Mystic Quest 1,916,37.2,346.45,35-44,3.84,50
084,2025-04-22,13:37:31,Mystic Quest 1,3411,123.09,603.97,35-44,25.93,98
017,2025-04-27,09:40:05,Mystic Quest 1,206,-192.02,1006.37,18-24,30.12,50
014,2025-05-17,01:18:15,Mystic Quest 2,566,1.02,21.62,18-24,3.94,21
013,2025-05-12,23:07:55,Mystic Quest 2,875,8.95,24.59,35-44,25.81,23
070,2025-04-23,09:50:56,Mystic Quest 2,858,44.31,212.37,55-64,43.18,57
034,2025-04-28,12:59:03,Mystic Quest 1,83,289.58,1016.02,25-34,6.29,22
077,2025-04-25,16:46:50,Mystic Quest 1,245,244.66,839.32,25-34,0.0,90
091,2025-04-29,11:28:00,Mystic Quest 1,570,12.29,40.53,18-24,6.27,13
026,2025-05-10,09:50:51,Mystic Quest 2,477,7.2,64.63,18-24,39.68,25
081,2025-05-16,05:05:31,Mystic Quest 2,837,13.44,43.07,45-54,35.42,15
033,2025-05-05,15:23:17,Mystic Quest 2,66,156.28,1596.71,18-24,92.04,100
062,2025-05-18,14:20:27,Mystic Quest 2,1800,309.69,1091.23,25-34,27.86,114
006,2025-04-21,13:42:40,Mystic Quest 1,979,4.49,54.8,35-44,90.41,21
081,2025-05-02,14:36:21,Mystic Quest 1,975,4.89,19.32,35-44,2.83,30
035,2025-04-20,14:23:48,Mystic Quest 1,1043,11.28,42.6,25-34,41.91,17
000,2025-04-29,16:41:23,Mystic Quest 2,928,9.99,52.55,45-54,35.77,27
098,2025-04-23,23:22:08,Mystic Quest 2,509,3.32,23.78,25-34,19.01,20
081,2025-04-27,23:15:25,Mystic Quest 2,1091,2.68,33.32,55-64,21.05,21
020,2025-05-12,18:48:36,Mystic Quest 1,857,-25.33,64.15,25-34,13.05,25
056,2025-05-06,23:11:52,Mystic Quest 2,847,6.81,17.31,25-34,6.24,23
090,2025-05-06,21:22:04,Mystic Quest 2,3263,354.52,1095.22,25-34,92.12,102
001,2025-04-22,14:30:26,Mystic Quest 2,2669,189.09,800.96,25-34,5.15,108
009,2025-05-19,10:09:00,Mystic Quest 2,699,2.21,24.25,55-64,94.53,15
088,2025-05-17,12:43:29,Mystic Quest 1,282,143.53,1399.95,25-34,9.38,16
019,2025-05-06,21:25:11,Mystic Quest 2,2102,77.72,1220.06,25-34,89.65,91
004,2025-05-15,01:26:45,Mystic Quest 1,608,7.32,25.98,25-34,6.46,21
047,2025-05-07,08:26:27,Mystic Quest 1,210,75.13,916.15,35-44,28.53,104
070,2025-04-23,05:44:22,Mystic Quest 1,839,-136.01,225.92,55-64,18.0,63
055,2025-04-23,12:31:58,Mystic Quest 2,899,16.19,271.36,25-34,27.69,42
005,2025-04-28,05:53:59,Mystic Quest 1,1890,409.95,1035.63,25-34,3.97,89
046,2025-05-18,12:46:01,Mystic Quest 1,2277,137.42,1013.95,55-64,36.87,105
005,2025-04-30,11:22:41,Mystic Quest 2,2640,365.18,1228.95,35-44,98.76,111
026,2025-05-10,21:06:21,Mystic Quest 1,769,21.94,55.73,35-44,43.25,20
031,2025-04-22,03:48:02,Mystic Quest 2,151,-211.96,1661.31,65+,4.13,91
045,2025-05-13,00:31:24,Mystic Quest 2,254,257.31,1036.45,25-34,27.73,20
071,2025-05-17,23:53:33,Mystic Quest 2,1078,8.94,30.07,25-34,40.83,19
052,2025-05-08,18:40:28,Mystic Quest 1,1076,3.88,19.48,45-54,42.72,18
095,2025-04-23,15:17:00,Mystic Quest 1,952,3.15,24.09,35-44,2.35,25
030,2025-05-16,02:33:05,Mystic Quest 2,271,217.26,1824.85,25-34,37.82,46
020,2025-05-14,09:35:08,Mystic Quest 2,429,5.51,44.56,55-64,5.08,17
022,2025-05-17,18:56:44,Mystic Quest 1,437,7.36,43.02,25-34,4.07,20
052,2025-04-19,07:45:31,Mystic Quest 2,172,150.97,1176.14,25-34,28.21,23
022,2025-05-12,15:59:56,Mystic Quest 2,512,8.49,65.57,25-34,8.92,18
042,2025-05-14,16:23:12,Mystic Quest 2,2170,28.32,663.81,25-34,28.91,99
052,2025-05-14,14:07:31,Mystic Quest 1,1006,4.74,23.03,25-34,4.57,23
085,2025-05-12,05:12:22,Mystic Quest 1,2797,-552.32,1112.37,25-34,6.63,104
031,2025-04-24,20:20:07,Mystic Quest 1,3496,358.56,2056.13,25-34,3.71,102
089,2025-04-22,11:08:51,Mystic Quest 1,381,4.91,357.69,65+,6.04,61
048,2025-04-26,13:58:10,Mystic Quest 1,3186,390.48,968.78,35-44,6.71,120
025,2025-05-15,07:43:09,Mystic Quest 1,217,-161.0,248.13,65+,80.7,47
058,2025-04-30,02:01:27,Mystic Quest 2,134,3.86,104.94,35-44,95.71,55
039,2025-05-15,17:14:56,Mystic Quest 1,480,9.16,31.36,25-34,99.01,20
029,2025-04-26,20:41:16,Mystic Quest 1,146,36.86,138.15,35-44,24.26,38
003,2025-05-01,18:39:36,Mystic Quest 1,2486,165.39,1298.36,35-44,8.32,104
042,2025-04-21,05:01:39,Mystic Quest 1,106,294.04,872.14,25-34,5.68,104
098,2025-04-27,15:42:08,Mystic Quest 1,673,12.85,55.0,25-34,4.02,22
044,2025-05-09,04:56:22,Mystic Quest 1,1061,1.1,71.06,18-24,4.81,17
065,2025-05-01,00:58:35,Mystic Quest 2,3569,211.4,705.5,25-34,28.9,96
086,2025-05-15,00:35:43,Mystic Quest 2,841,1.41,19.78,35-44,92.55,17
068,2025-04-29,16:06:49,Mystic Quest 1,2119,123.61,1170.15,25-34,87.97,105
003,2025-04-22,21:37:06,Mystic Quest 2,1859,360.39,1815.79,25-34,10.53,96
033,2025-04-24,07:50:25,Mystic Quest 1,2170,104.28,1942.0,25-34,33.25,96
074,2025-05-19,04:58:55,Mystic Quest 2,484,16.63,66.0,25-34,6.23,18
033,2025-04-22,03:54:57,Mystic Quest 2,3061,85.42,1473.75,25-34,7.0,94
076,2025-05-02,12:57:25,Mystic Quest 2,435,39.34,274.91,65+,21.87,50
044,2025-05-12,17:21:30,Mystic Quest 2,521,21.47,79.26,35-44,31.98,11
040,2025-05-02,23:44:58,Mystic Quest 2,952,-24.28,83.22,25-34,24.14,28
077,2025-05-05,05:51:11,Mystic Quest 2,3275,48.83,921.46,35-44,5.6,97
014,2025-05-01,02:50:59,Mystic Quest 1,829,14.41,66.5,55-64,4.37,18
073,2025-04-25,06:39:06,Mystic Quest 2,161,130.07,998.84,18-24,10.63,25
032,2025-04-20,19:09:25,Mystic Quest 1,1169,6.81,71.81,25-34,33.08,17
090,2025-05-05,06:15:17,Mystic Quest 1,3241,313.31,920.08,25-34,39.02,99
068,2025-05-12,17:46:30,Mystic Quest 2,2921,41.29,793.49,25-34,4.68,93
094,2025-05-12,06:59:11,Mystic Quest 1,770,16.81,68.21,65+,90.96,13
085,2025-04-30,21:38:41,Mystic Quest 2,2783,-327.3,1633.69,25-34,41.06,104
055,2025-04-21,09:36:06,Mystic Quest 1,402,0.04,680.26,45-54,34.97,53
085,2025-04-29,23:42:39,Mystic Quest 1,2512,75.23,1175.46,25-34,22.04,123
079,2025-04-29,15:21:47,Mystic Quest 1,899,5.16,63.44,18-24,47.48,25
084,2025-04-22,03:20:26,Mystic Quest 2,2973,256.79,863.11,45-54,34.59,78
092,2025-05-17,02:15:41,Mystic Quest 2,2883,16.94,966.16,25-34,87.71,101
